f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,etiqueta
0.73581916,0.6903755,0.15229465,0.39322576,0.74433595,0.70945805,0.17214131,0.44070378,0.7157033,0.7196635,0.17215307,0.43671623,0.68623185,0.730272,0.17214172,0.41613626,0.7575276,0.6827803,0.14458598,0.5031085,0.73483133,0.6750039,0.1444586,0.5188762,0.71565574,0.6673668,0.14431629,0.52780014,0.60826224,0.7580743,0.23920451,0.49898365,0.6300672,0.6623971,0.075925514,0.5653515,0.6477413,0.72816896,0.16749695,0.47660732,0.63772464,0.7015431,0.12591594,0.50151265,0.30398184,0.8707926,0.33669016,0.41529128,0.40565354,0.682527,0.068288185,0.5414241,-0.047827106,1.335676,0.536209,-0.55112815,0.4925872,1.1587733,0.01595703,0.25723317,0.2797539,0.83909386,0.33742368,-2.1571834,-0.027287975,0.8421163,-0.1662566,-1.6450957,0.31247118,0.77781403,0.38127527,-2.1858368,-0.1242866,0.79701084,-0.13276261,-1.8554579,0.3733419,0.7647002,0.2911096,-2.2927828,-0.1242391,0.81302255,-0.19502202,-1.849355,0.3695082,0.7713052,0.2999392,-2.3007622,-0.10421925,0.81364524,-0.18646108,-1.8621594,0.16686115,0.14583237,0.17863727,-1.4068167,0.31638694,0.04521844,-0.18016523,-1.2576772,-0.114675716,-0.01369734,0.17263739,-0.7007568,0.017290063,-0.023414575,-0.037062306,-0.6817562,-0.3022379,-0.1537657,-0.10218942,-0.5771091,-0.2728878,-0.16958357,-0.14240956,-0.527533,-0.3258442,-0.15874726,-0.1319895,-0.5040599,-0.30247906,-0.17882308,-0.1605882,-0.5546505,-0.34576344,-0.17394386,-0.14473692,-0.56182003,-0.303918,-0.1799356,-0.11321855,-0.6735393,salto
0.787697,0.56351256,0.24732837,0.3828345,0.764164,0.5953247,0.26055524,0.42661723,0.7355913,0.6015925,0.26044714,0.42681262,0.701747,0.60836804,0.26030752,0.40543413,0.79013866,0.5802244,0.23990934,0.48520204,0.7859404,0.5736986,0.24021727,0.5019102,0.7693296,0.5670568,0.2402655,0.5046038,0.6186788,0.6254084,0.27133632,0.49185005,0.7258664,0.5597206,0.14315562,0.54386777,0.7087758,0.5765389,0.24449344,0.47833636,0.72226584,0.5564191,0.21203217,0.4993309,0.40771413,0.73125756,0.31506836,0.4976631,0.4943813,0.5943559,0.037205532,0.59022206,-0.10906894,1.2381696,0.516416,-0.81991535,0.95420086,1.072293,0.012121633,0.087641485,0.16858187,0.98402554,0.40275073,-2.395608,0.3500499,0.93231016,-0.09853321,-1.625239,0.20493843,0.9524586,0.43691048,-2.3145432,0.24431448,0.9080923,-0.08257082,-1.7458578,0.22234917,0.95338064,0.3523844,-2.4752407,0.294474,0.9285359,-0.117623925,-1.7460406,0.21384537,0.9459978,0.3705307,-2.4816647,0.3221164,0.9215935,-0.10561573,-1.7525742,0.20143943,-0.017891753,0.21974058,-1.2598232,0.45152864,-0.10097521,-0.22563806,-1.1578908,-0.038254548,-0.10879882,0.19898419,-0.55574805,0.28194383,-0.18680862,-0.118319824,-0.58562964,-0.20057568,-0.25938237,-0.16355464,-0.51396924,0.029821834,-0.32931334,-0.17445375,-0.48253986,-0.24099335,-0.25985625,-0.19614066,-0.5074604,-0.024967128,-0.33286092,-0.18642864,-0.56743884,-0.20463617,-0.27190956,-0.1550045,-0.54062057,0.055521674,-0.3257921,-0.072304785,-0.67234963,salto
-1.618792,-3.1924033,-5.6850142,-0.84627223,-1.3294097,-3.4884112,-5.6729984,-2.0387816,-1.0639147,-3.4826708,-5.6736355,-2.2706141,-0.8660275,-3.471505,-5.676054,-2.4531,-1.9520247,-3.4208806,-5.700878,-1.5242807,-2.1203082,-3.3915415,-5.7012534,-1.529642,-2.3576617,-3.3689334,-5.701975,-1.4498281,-0.555253,-3.3572829,-5.719546,-2.9987695,-2.6084204,-3.2386816,-5.817817,-1.4223294,-1.1910597,-2.754208,-5.7701416,-1.1790761,-1.9647353,-2.8582208,-5.8114448,-0.823229,0.85988003,-2.8435547,-5.285163,-3.4333985,-3.3628426,-2.2300675,-4.9681892,-2.3105428,3.6411247,-0.6021294,-4.693047,0.5101394,-3.1448414,1.0859128,-3.960126,-0.042171337,3.794939,0.4063119,-4.2384367,0.22313565,-1.9927862,2.026344,-3.4538817,-0.31831408,3.7762065,0.4634881,-4.0615497,-0.033869117,-1.8977916,2.0831518,-3.1606596,-0.4577638,3.7822297,0.521943,-4.2898593,-0.033583093,-1.8741828,2.0757663,-3.5178933,-0.49557483,3.7312298,0.56345075,-4.323882,0.055948175,-1.8020766,2.0707958,-3.5685194,-0.4033406,1.6072755,0.5333197,-0.3613912,-0.78147364,-1.7942548,0.94080853,0.3740638,-0.65027165,3.354537,0.41547322,-5.893738,0.23960236,-2.9105668,0.8494844,-7.5723495,0.3175488,1.2748538,1.1251546,-1.1756896,-0.20865777,-0.040360365,1.4284602,-2.550654,0.21343702,0.8894437,1.1349542,-0.8168724,-0.04632711,0.7950125,1.4563351,-2.2406285,0.35667878,0.8751317,1.4654065,-1.4885049,-0.23894328,-0.84720856,1.6788007,-3.5378628,0.12734659,brazos_abajo
0.42022052,-0.07718251,0.090587795,0.15161109,0.36670044,-0.032065414,0.067287475,0.09004523,0.3529923,-0.03689226,0.06684701,0.12052991,0.33186212,-0.04128159,0.06651071,0.10280866,0.3998593,-0.016909795,0.102441035,0.019097006,0.41714802,-0.011526483,0.102696136,-0.00075691467,0.44494003,-0.0052968254,0.1025818,-0.040579863,0.32743958,-0.046174895,-0.106352076,0.23715155,0.46564838,-0.020519203,0.077850915,0.053824324,0.40924752,-0.13022119,0.027768943,0.43026894,0.46295118,-0.10866037,0.07471753,0.42107493,0.35414496,-0.057750434,-0.2297682,0.55415183,0.44170183,-0.20765501,0.18653058,0.5823417,0.84877753,0.13826847,0.014635619,0.80752647,-0.40070662,-0.011846215,0.5545197,0.62288845,0.14935778,0.450999,0.19626902,0.7109555,0.16662823,0.39563423,0.68473387,0.4505785,-0.000235238,0.4704144,0.19380106,0.57102823,0.25037915,0.44528458,0.70083433,0.20440346,-0.06689805,0.44738877,0.24992327,0.55418396,0.3100832,0.41021907,0.70784295,0.17373072,-0.007474208,0.4477938,0.2432735,0.4874278,0.2835695,0.39625773,0.70695466,0.08472699,0.15130349,-0.55624676,-0.49649516,0.75095326,0.4342882,-0.6110237,0.47501916,0.55166554,-0.2596815,-0.36540103,-0.05507649,0.60444003,0.09667061,-0.5793462,0.507206,-0.21084023,-0.68230325,-0.482577,-0.09993909,-0.03301931,-0.28516003,-0.6644194,0.593574,-0.4547484,-0.71417993,-0.49904427,-0.11152338,-0.19998004,-0.25778884,-0.6775545,0.5926296,-0.38874337,-0.75893337,-0.46067032,-0.053784348,-0.34067065,-0.6453515,-0.62199086,0.736688,-0.64134645,manos_cadera
1.3568374,0.48316404,0.87468624,-0.3269243,1.3134679,0.4698313,0.8475175,-0.41751802,1.2806458,0.46257484,0.8475525,-0.3612532,1.2515733,0.45441675,0.84694207,-0.4207579,1.3391117,0.46552926,0.8753751,-0.38768864,1.3253136,0.45684925,0.87484986,-0.3681491,1.3035438,0.4486947,0.8744342,-0.24882938,1.1757058,0.4188654,0.7396075,-0.703715,1.2623253,0.40857148,0.8657311,-0.4320696,1.2771719,0.4494739,0.8534465,-1.2581675,1.3739568,0.4432075,0.8884425,-0.92696434,0.79221785,0.25651267,0.3774129,-2.6889832,1.3739053,0.34852558,0.9755166,-0.64706945,-0.8742746,0.31232545,0.36831054,-0.3719803,0.19418256,-0.25224388,0.98730713,0.18059474,-0.96998674,-0.20494555,0.87205493,-0.35548326,-1.0475874,-0.17785399,0.96336216,0.40030852,-0.9738524,-0.23875777,0.9153952,-0.4081525,-1.0539263,-0.31012332,0.9973789,0.42052034,-0.8627276,-0.26675168,0.93725604,-0.46442628,-1.1487106,-0.29207882,0.9609904,0.44238517,-0.8598877,-0.26196226,0.89348435,-0.45382035,-1.1769512,-0.25797772,0.94161654,0.5487012,0.94437826,-0.1496279,-0.5679625,-0.24091163,1.2905158,-0.17929174,0.55690944,0.15966953,0.56451696,-0.20166166,-0.29030934,0.9318279,1.4024768,-0.24820629,0.2264546,0.9956836,0.38683793,-0.2662143,-0.5509273,0.77734524,1.1112503,-0.27224696,0.10654084,1.0302522,0.37236047,-0.28433317,-0.5647412,-0.021360738,1.1186451,-0.2794486,0.09370496,0.43124375,0.15310493,-0.24567488,-0.5250537,0.80329543,0.53714794,-0.26726672,0.179273,1.2833563,brazos_izquierda
1.2795129,0.29222268,0.84953284,0.3766714,1.2542974,0.2785937,0.7715687,0.44384122,1.2455236,0.2689679,0.7719032,0.43951112,1.2453692,0.25641662,0.7718832,0.4301909,1.3116627,0.29363763,0.8992355,0.48433018,1.3337018,0.2947183,0.89940673,0.4853327,1.3481289,0.29461998,0.8993063,0.5079866,1.2653116,0.21673788,0.46362004,0.5178164,1.4106433,0.2688347,1.1345993,0.541793,1.2589661,0.2818128,0.77461755,0.30876654,1.375571,0.30888268,0.9521852,0.31762534,0.712541,0.050038148,-0.28926536,0.31273988,1.6461606,0.20331822,1.6372346,0.16296247,-1.6893398,-0.6127958,-0.72790897,0.80056643,0.4651791,-0.24363047,1.9067445,-0.5167279,-2.1920776,-0.63429165,0.090138316,0.88419694,-0.73232955,-0.18166575,1.9010481,0.24827597,-2.226492,-0.7448592,0.09269779,1.0178823,-0.804781,-0.23744228,1.8953507,0.29780856,-2.2318594,-0.76028705,0.3191704,0.9898601,-0.86273336,-0.31528845,1.8332751,0.31689447,-2.287931,-0.74202335,0.2159109,0.9476389,-0.8808147,-0.20023404,1.8597108,0.35891792,0.4970632,-0.010304938,-1.7787848,0.5033228,1.332316,-0.038709514,1.7753351,0.5112111,-0.98950505,-0.5304583,-1.5683603,1.8888826,0.24316241,-0.22283755,0.43815753,-0.289764,-0.33016706,-0.26495296,-1.5804282,1.2269794,-0.44657725,-0.05630577,-0.26479295,-0.14412014,0.113188505,-0.22548293,-1.5245491,1.2635255,-0.24966417,-0.021566603,-0.28902426,0.26765683,-1.1324852,-0.26621982,-1.0399041,1.7878113,-1.5292519,-0.09606507,0.16544442,0.40525556,brazos_izquierda
-1.5019215,0.3736382,0.7367978,-1.8361293,-1.6759912,0.38112104,0.75326914,-1.9775051,-1.7549803,0.3843083,0.7524583,-2.3088007,-1.8227353,0.38791788,0.7514842,-1.776061,-1.4303215,0.36329272,0.6102113,-2.199999,-1.3704121,0.35434556,0.6103455,-2.444674,-1.3305966,0.34765565,0.610278,-2.5093014,-2.0444086,0.36183828,0.828865,-2.100762,-1.4795871,0.33868986,0.047967512,-2.2054484,-1.749041,0.33306518,0.7849629,-2.3019915,-1.4428779,0.33935323,0.5854628,-2.754513,-2.3619964,0.1600333,1.3857003,-1.5725633,-1.1460743,0.07380696,-0.86877006,-1.0597469,-0.9052473,-0.47881922,1.64152,-1.7784091,1.2813635,-0.5066472,-1.0134089,0.63657236,0.4724182,-0.30897626,1.5819471,-0.3395744,1.9417981,-0.788495,-0.28119826,0.83263606,0.5614894,-0.20672704,1.5933402,-0.2876213,1.935123,-0.8323821,-0.26947504,0.958792,0.6485516,-0.21564375,1.4728031,-0.31437865,1.903263,-0.84640926,-0.081045784,0.93363076,0.6605118,-0.1692341,1.5127457,-0.18695931,1.9135162,-0.80202997,-0.17020118,0.8248811,-2.043741,-0.41441187,1.947486,0.8491136,-1.258117,-0.29102558,-1.9713521,1.0727524,-1.5021659,-1.3529994,1.7238123,-0.6483107,-0.12748607,-0.81161237,-0.50036657,2.068168,-1.1688323,-1.1241826,1.0449042,-0.39704093,-0.559192,-0.6560418,-0.7911571,2.00774,-1.3038435,-1.0792582,0.99203974,0.13488111,-0.8433911,-0.63339096,-0.77803427,1.5236744,-0.10816728,-1.1475524,1.5270095,-0.19927622,0.37362927,-0.68872947,-0.2710779,1.7559844,brazos_derecha
0.9937332,0.7555994,0.26697645,0.40039214,1.0032332,0.7845072,0.29583293,0.45613492,0.96500295,0.79499376,0.29596627,0.45184505,0.9329974,0.81018233,0.29623508,0.43708923,1.0093725,0.74932396,0.25810888,0.5122965,0.975273,0.73584914,0.2581511,0.5254813,0.9466267,0.72268033,0.25804913,0.5342896,0.8242526,0.83752644,0.38199306,0.52101225,0.8410271,0.7136072,0.15904762,0.5707726,0.8794012,0.79799414,0.28459054,0.48495615,0.867463,0.76066303,0.22758119,0.5057202,0.408428,1.0015599,0.4888799,0.4836215,0.5304209,0.76380044,0.050611414,0.5687867,0.080074176,1.3865806,0.58801025,-1.3194284,0.790048,1.1938335,-0.03881016,0.036700547,0.33729845,0.8874165,0.29269993,-2.46835,0.21045543,0.88316137,-0.16710804,-1.853425,0.37063736,0.8229589,0.32955247,-2.366353,0.098219045,0.84155154,-0.13686487,-1.9548717,0.4157141,0.81722313,0.25927418,-2.5607786,0.12176853,0.86774653,-0.1853972,-1.9757761,0.4139458,0.82027644,0.25757438,-2.5591323,0.14678308,0.8666906,-0.18208568,-1.9689709,0.19111858,0.20775612,0.3999686,-1.5143945,0.39456937,0.07766211,-0.39727324,-1.4869577,-0.09937275,0.040627748,0.4774242,-0.701726,0.08480021,-0.037491452,-0.047395997,-0.73746765,-0.29582036,-0.118312985,-0.06895424,-0.5465107,-0.20262358,-0.22372118,-0.1372951,-0.6021089,-0.33544087,-0.11420394,-0.11835254,-0.50843513,-0.27894235,-0.23521398,-0.15085569,-0.6106829,-0.30862105,-0.15815468,-0.12098783,-0.56619865,-0.06640345,-0.22832148,-0.040413957,-0.7596546,salto
0.6450679,0.41218433,0.34290102,0.3546706,0.6481747,0.44705087,0.35279784,0.38118818,0.6252376,0.4586189,0.35260165,0.38449445,0.6014378,0.47107095,0.3524012,0.35472792,0.6562006,0.42221826,0.35289827,0.44221306,0.6438022,0.4158341,0.35299763,0.46350998,0.63556707,0.40929788,0.3529006,0.45900497,0.53082913,0.49472713,0.35978532,0.41985765,0.60276854,0.3836993,0.34007472,0.48380026,0.5792583,0.42962408,0.33830822,0.44968364,0.563121,0.40710202,0.33435774,0.4737737,0.2677537,0.62338215,0.34413722,0.37840754,0.31916142,0.4358538,0.33441573,0.47891968,-0.1841624,1.3008211,0.45512843,-0.4411907,0.8256287,1.0393609,0.3109572,0.009936592,0.26442695,0.8682057,0.30597645,-1.8597584,0.19667302,0.75184715,0.14409971,-1.5833088,0.31847247,0.8029468,0.3426115,-1.9077711,0.12617332,0.75780165,0.16700432,-1.7390343,0.3797895,0.78896415,0.26641142,-1.8900465,0.13416421,0.76892036,0.11179376,-1.7312082,0.3607086,0.7941015,0.27784404,-1.9171401,0.15849508,0.7626229,0.12545744,-1.7256138,0.026049014,-0.007787698,-0.046785373,-1.1211815,0.2750816,-0.09018683,0.04003105,-0.9736865,-0.15691257,-0.084536485,0.012868595,-0.6383395,0.042535793,-0.14128254,0.10798662,-0.5986841,-0.23703155,-0.22853482,-0.20910296,-0.5697298,-0.12613018,-0.25261924,-0.11821141,-0.4912949,-0.2387485,-0.23851834,-0.23058693,-0.51004034,-0.12457428,-0.25611368,-0.13876155,-0.54724354,-0.32067418,-0.23555781,-0.18481314,-0.56013453,-0.26042646,-0.26081753,-0.0234833,-0.64367235,salto
-1.6466806,0.31078872,0.509749,-0.13873501,-1.786116,0.33533174,0.54469675,-0.1678663,-1.8441664,0.34064656,0.5444649,-0.2340253,-1.8933598,0.34662136,0.544154,-0.13602306,-1.5856686,0.31796172,0.42086,-0.13340987,-1.5278202,0.31248304,0.42105377,-0.14914489,-1.503836,0.310811,0.4211728,-0.19442838,-2.0197856,0.34391007,0.6887726,-0.44379467,-1.5478871,0.3286467,0.027341012,-0.26444957,-1.833195,0.29033527,0.57084507,-0.43766186,-1.5816262,0.30999383,0.40048096,-0.52755487,-2.2375479,0.1691297,1.2443346,-0.44410563,-1.2087073,0.10514293,-0.80550134,-0.62199694,-0.7590782,-0.4884175,1.4257146,-1.1085178,1.0500581,-0.20010546,-1.0588683,0.62222415,0.37328458,-0.6870455,1.2629268,0.40698236,1.7470052,-0.56977314,-0.55246806,0.8840542,0.6638122,-0.47735903,1.2583867,0.54084426,1.7863313,-0.5955361,-0.57158977,1.0675968,0.71177065,-0.44577035,1.141069,0.5601543,1.7610315,-0.65439224,-0.3787321,1.0586869,0.67570174,-0.4120126,1.1874225,0.63762754,1.8659973,-0.729593,-0.45021576,1.0191723,-2.071036,-0.34902593,1.8044116,-0.27175057,-1.3704553,-0.2616441,-1.8097045,-0.13293763,-1.8201833,-0.56943434,1.5421705,-0.7816069,-1.1804552,-0.4748328,-0.116031244,-0.06575066,-1.654578,-0.5589897,1.1224362,-0.60592395,-1.2492988,-0.45250332,-0.5369656,0.15239929,-1.7432258,-0.54998505,1.0850679,-0.3062907,-1.4062287,-0.43947992,-0.54852116,-0.033324037,-0.676329,-0.59871227,1.478884,-0.50709677,-0.35465288,-0.50782055,-0.23862323,0.108548574,brazos_derecha
-1.577153,0.34133446,0.81296074,-0.9094081,-1.7083479,0.36624265,0.833414,-0.88186127,-1.7729745,0.37403527,0.83251405,-1.067599,-1.8275684,0.3808347,0.83157104,-0.8786933,-1.4960874,0.33683535,0.69916624,-0.8698894,-1.4449403,0.32386044,0.6991417,-0.9741341,-1.4069196,0.3125243,0.698937,-0.95669824,-1.9985636,0.36818644,0.9045611,-1.1610938,-1.5292765,0.3066768,0.17071134,-0.7461605,-1.7885351,0.3134317,0.8540009,-0.27414367,-1.5243238,0.3106902,0.6679769,-0.342343,-2.232903,0.13409351,1.3587937,-0.5630529,-1.2741141,0.14798746,-0.8204718,-0.32639745,-0.8773128,-0.55632687,1.4020737,-1.3494285,1.0634278,-0.29645142,-1.1276171,0.6535789,0.4625476,-0.36858612,1.2316475,-0.24890357,1.8203458,-0.7857729,-0.4617565,0.8238254,0.57446444,-0.28969604,1.2305856,-0.20654176,1.7766186,-0.7096524,-0.42389515,0.9307052,0.68686,-0.274755,1.1441896,-0.25114182,1.7914575,-0.783213,-0.26387888,0.89839447,0.6923594,-0.25616783,1.1760793,-0.102040336,1.8616357,-0.7921426,-0.35979107,0.81287515,-1.9294065,-0.5019796,1.8042375,1.2423713,-1.316426,-0.27495816,-1.8340518,1.3101699,-1.1365683,-1.7008903,1.0109626,-0.17657621,-0.065147385,-1.1344448,-1.1320604,3.2423046,-0.22376874,-1.4527953,0.26223898,0.03342709,0.49013627,-0.9104233,-1.4770428,3.5918078,-0.35789204,-1.40076,0.20905371,0.6976848,0.2599825,-0.86656576,-1.460807,2.7760756,0.8762905,-1.4600049,0.64660186,0.13178475,1.6316595,-0.9511969,-1.0399876,2.9446065,brazos_derecha
-1.5170032,0.19773678,0.38428196,0.17848504,-1.5752579,0.1810401,0.45548075,0.17911053,-1.5982916,0.18589109,0.45492595,0.1671923,-1.6155823,0.19164604,0.45412916,0.17736901,-1.4753659,0.17573458,0.33607885,0.22401556,-1.4216524,0.17887248,0.33669278,0.21989857,-1.3629723,0.18477528,0.3369745,0.16735898,-1.6057382,0.2079418,0.76497287,0.19925778,-1.2026006,0.1968711,0.122004524,0.21900149,-1.570484,0.17966726,0.48690635,0.028192045,-1.4347141,0.20011576,0.32241115,-0.026877629,-1.7248538,0.32767636,1.3398943,-0.90162104,-0.81803733,0.0019196762,-0.7090521,-1.0213552,-0.67441493,-0.082956135,1.3662487,-0.31193554,1.3108573,-0.22388402,-1.2294247,0.6031911,0.5187764,-0.26637283,1.0620784,0.35718963,1.9024715,-0.49180156,-0.92924666,0.7510613,0.5509479,-0.4239004,1.0460532,0.39485326,1.9415749,-0.48460966,-0.9494433,0.8685217,0.64090806,-0.4087387,0.92883664,0.4069425,1.9385778,-0.45043585,-0.7740964,0.84392357,0.65653044,-0.34756124,0.99086493,0.45122525,1.8983569,-0.51638037,-0.8307022,0.7385658,-1.8133438,-0.087866455,1.7165207,0.75945175,-1.2833308,-0.13706298,-1.7264875,0.7004553,-0.3708654,-0.96027696,0.48040822,-0.15769035,0.32930484,-0.7349542,-1.4755347,1.3876231,0.19120853,-0.85380685,0.67338425,-0.4700145,0.64993745,-0.6872296,-0.95371556,0.46685812,0.09246492,-0.8308795,0.6937506,-0.22993313,0.47191247,-0.67490774,-0.8864697,0.19197628,0.9644419,-0.87365943,1.1941395,-0.36438087,1.2804407,-0.7171279,-0.49394447,0.53370345,brazos_derecha
0.67691356,-0.11464769,0.29912776,0.40677023,0.745205,-0.19783309,0.3607361,0.46862072,0.78496844,-0.20191595,0.36133242,0.460412,0.8175696,-0.20314491,0.36346352,0.45030573,0.5890271,-0.19131452,0.35956767,0.52322817,0.52948517,-0.1906343,0.3595938,0.53551847,0.47625622,-0.18927434,0.3589377,0.54802793,0.8166334,-0.16327801,0.6459915,0.53157,0.42683408,-0.15886916,0.62766564,0.576863,0.77693886,-0.069344044,0.37317264,0.48391873,0.6046254,-0.05367316,0.3689406,0.50281125,1.0549955,0.36455694,0.6063887,0.40130574,0.20366624,0.2966832,0.67086303,0.402995,0.7031388,1.4530789,0.38660562,-1.7411981,0.4053472,1.3377268,0.0859302,-2.0241928,0.6940378,1.3154023,-0.24633706,-1.6333683,0.14551225,1.135636,-0.76386166,-1.5717818,0.71835154,1.2735801,-0.24590851,-1.4099197,0.09052539,1.1264324,-0.8183195,-1.2753476,0.7179037,1.2791308,-0.3170095,-1.2344546,0.12843461,1.0969727,-0.8232004,-1.007102,0.6818049,1.2872856,-0.29873148,-1.2813001,0.1595268,1.0909009,-0.7974152,-1.1129757,1.3957527,0.99245054,0.21177739,-1.7681551,0.11634925,1.0032566,-0.17644224,-1.7986983,1.4596611,1.1977358,-0.33940852,-0.79016495,0.3828989,1.2087314,-0.06564359,-0.76424146,1.2625271,1.206828,-0.2658403,-0.52630615,0.4216944,1.205004,-0.76046836,-0.5729543,1.2229614,1.2056216,-0.23879938,-0.4257571,0.42570487,1.1948911,-0.77265954,-0.5787599,0.93101525,1.1930281,-0.44764692,-0.5495973,0.48194098,1.2042428,-0.88077307,-0.6986977,salto
-0.018492432,0.8888977,-0.17757928,0.40727186,-0.016287306,0.88213843,-0.15764123,0.4700934,-0.03825766,0.8784576,-0.1569785,0.45871076,-0.06225064,0.8718258,-0.15621625,0.45410952,0.023192922,0.8902203,-0.15553413,0.52456945,0.04037146,0.8932739,-0.1556989,0.53221595,0.057467245,0.89673865,-0.15531504,0.5494777,-0.06754871,0.8744281,-0.118456915,0.5440681,0.09995731,0.9279625,-0.08947077,0.58676827,-0.03419807,0.91560435,-0.17472172,0.4789786,0.03316061,0.91488266,-0.16673785,0.5019282,0.0057899626,0.6009398,-0.16142641,0.48678857,0.17751929,0.67998976,-0.24702482,0.5958461,0.450857,-1.4299111,-0.68132293,0.8183194,-0.20140743,-1.4332794,-0.72144353,0.72752213,0.042048883,-1.8580225,-0.61965406,0.9292524,0.007550388,-1.7099348,-0.6675937,0.929942,0.017542168,-1.8717359,-0.6374339,1.0804604,0.09563193,-1.7070615,-0.69035065,1.1049894,0.009903372,-1.8515358,-0.5151881,1.0587537,0.09364298,-1.6743922,-0.54046637,1.0993176,0.021691287,-1.871465,-0.58682865,1.0608388,0.050138205,-1.6987244,-0.623236,1.1188881,-0.005122269,0.15263128,0.09852149,-0.047862884,0.062494934,0.14516495,-0.08834381,0.11413261,-0.016146228,0.12340644,-0.33894473,-0.53257734,0.06352984,0.15190193,-0.69732976,-0.40677023,-0.12095999,0.08216205,-0.41777176,-0.42997915,0.061605524,0.079397425,-0.6443362,-0.40490735,-0.15024155,0.06709292,-0.41686213,-0.32494852,-0.044670697,0.059900343,-0.6468082,-0.26010707,0.035487965,0.05044785,-0.5441989,-0.3462224,0.36411437,0.048093945,-0.85930353,-0.36346975,brazos_arriba
0.58007205,-0.021153796,0.27950722,-0.77503836,0.5577413,0.025805956,0.27531636,-1.1736125,0.5379708,0.030006569,0.27490756,-1.1962548,0.5113032,0.03422428,0.27434567,-1.0699779,0.55902696,0.016320804,0.29494235,-1.447759,0.55188894,0.013125164,0.29530242,-1.5689164,0.5564178,0.011489068,0.29532695,-1.5212812,0.46369314,0.038814165,0.21365432,-1.0769457,0.55851346,-0.0052207103,0.31056997,-1.8723501,0.52444845,-0.022930918,0.2565972,-0.1498748,0.54464555,-0.026550159,0.28173295,-0.1924541,0.2596459,0.113378525,0.14774647,0.33279333,0.4746305,-0.35824558,0.37120336,0.06568656,0.85749424,0.20411035,0.37710986,0.78027904,-0.25956237,-0.08831112,0.63284016,0.5425355,0.19315304,0.48107794,0.43462062,0.7726709,0.2407173,0.3478217,0.7483364,0.48933122,0.036654584,0.4886542,0.4111379,0.696948,0.29606616,0.39053765,0.75727445,0.29157183,-0.011988856,0.48599535,0.45193192,0.64744824,0.3270419,0.37546405,0.75866073,0.23703347,0.025354,0.48017618,0.47061893,0.6180653,0.29889736,0.3677207,0.76852465,0.18387999,0.19969648,-0.4782685,-0.2995341,0.91902316,0.645979,-0.46060625,0.278296,0.81322443,0.5809459,-0.3801076,-0.30988288,0.59462744,1.1319451,-0.4545893,0.053890083,-0.009847968,0.08195471,-0.4769654,-0.26132056,-0.03421083,0.5900466,-0.53058165,0.059336513,-0.2333139,-0.05783701,-0.50428903,-0.2626352,-0.20525633,0.5073299,-0.5512637,0.057518564,-0.31164142,0.16055545,-0.44087687,-0.16310003,-0.18936779,0.29302904,-0.4937657,0.1835207,-0.31460395,manos_cadera
-0.09098072,0.9331318,-0.15065071,0.39917386,-0.09304169,0.91152036,-0.13885444,0.4593364,-0.10543045,0.911788,-0.13816038,0.44364268,-0.12713838,0.9071612,-0.13766447,0.44037727,-0.04544922,0.9098064,-0.12205133,0.5153815,-0.012848388,0.90817946,-0.1221454,0.52030087,0.013379366,0.90468305,-0.12169807,0.5397435,-0.13285708,0.89931494,-0.14299162,0.5231238,0.06370663,0.92436534,-0.03303237,0.5761268,-0.089185104,0.92612827,-0.15691467,0.44528693,-0.030309249,0.92061615,-0.12703963,0.4758515,-0.039799687,0.6002769,-0.28786,0.38750234,0.15982224,0.6410776,-0.1562321,0.5080166,0.26521826,-1.5410897,-0.78959304,0.79730505,0.013617644,-1.6154703,-0.55646414,0.70734555,-0.0075229798,-1.8983042,-0.62425035,0.9092953,0.06702405,-1.7639763,-0.52599925,0.9071237,-0.033790037,-1.9006004,-0.6516994,1.0511965,0.120630585,-1.7486342,-0.55586153,1.0554895,-0.06329133,-1.8890648,-0.5403974,1.0307364,0.12964995,-1.7150162,-0.43263572,1.048396,-0.050076846,-1.9070036,-0.59653145,1.0310897,0.09357414,-1.752873,-0.4965899,1.069127,-0.005167216,0.16150172,-0.07755581,-0.43230954,-0.030955944,0.115775645,0.0895279,-0.3080183,-0.25563046,0.18047269,-0.735833,-0.52022535,-0.1617103,0.16094324,-0.92449856,-0.3817385,-0.48111928,0.1545731,-0.68022126,-0.40506196,-0.27746725,0.116548836,-0.79292613,-0.37843043,-0.49691293,0.12867568,-0.6593513,-0.32917663,-0.35830182,0.094913006,-0.7865469,-0.23580062,-0.3811934,0.13972102,-0.81693625,-0.25121748,-0.023881711,0.08993092,-1.02673,-0.23433608,brazos_arriba
